text,date,article_link
"Major weddings, meetings, exhibitions forum kicks off in Antalya","May 14, 2019",https://www.dailysabah.com/business/2019/05/14/major-weddings-meetings-exhibitions-forum-kicks-off-in-antalya
"Turkish soaps, movies make a great hit in US, outshine Hollywood clichés","May 13, 2019",https://www.dailysabah.com/business/2019/05/13/turkish-soaps-movies-make-a-great-hit-in-us-outshine-hollywood-clichs-1557696553
UN reporters to travel with Turkish Airlines after new initiative inked,"May 31, 2019",https://www.dailysabah.com/0/133072-un-reporters-to-travel-with-turkish-airlines-after-new-initiative-inked
Turkish Airlines charity reaches out to world,"May 31, 2019",https://www.dailysabah.com/turkey/2019/05/31/turkish-airlines-charity-reaches-out-to-world
Turkish-German carrier to launch Antalya-Prague flights,"May 29, 2019",https://www.dailysabah.com/business/2019/05/29/turkish-german-carrier-to-launch-antalya-prague-flights
National flag carrier starts flights to home of China's ghostly terra-cotta warriors,"May 28, 2019",https://www.dailysabah.com/0/132784-national-flag-carrier-starts-flights-to-home-of-chinas-ghostly-terra-cotta-warriors
Turkish Airlines thrilled to raise tourism figures in Palestine,"May 27, 2019",https://www.dailysabah.com/0/132681-turkish-airlines-thrilled-to-raise-tourism-figures-in-palestine
Turkey aims to be global talent attraction center,"May 27, 2019",https://www.dailysabah.com/business/2019/05/27/turkey-aims-to-be-global-talent-attraction-center
Qatar Airways launches Doha-İzmir direct flights,"May 24, 2019",https://www.dailysabah.com/business/2019/05/24/qatar-airways-launches-doha-izmir-direct-flights
Turkish charity gives Africa's visually impaired their sight back,"May 24, 2019",https://www.dailysabah.com/turkey/2019/05/24/turkish-charity-gives-africas-visually-impaired-their-sight-back
Paris second stop for Ara Güler exhibition,"May 22, 2019",https://www.dailysabah.com/arts-culture/2019/05/22/paris-second-stop-for-ara-guler-exhibition
THY chairman expects Boeing 737 compensation,"May 22, 2019",https://www.dailysabah.com/0/132343-thy-chairman-expects-boeing-737-compensation
Turkey inaugurates new embassy building in Guatemala amid expanding Latin America ties,"May 21, 2019",https://www.dailysabah.com/diplomacy/2019/05/21/turkey-inaugurates-new-embassy-building-in-guatemala-amid-expanding-latin-america-ties
Istanbul Airport wins Special Achievement Award for innovation,"May 21, 2019",https://www.dailysabah.com/business/2019/05/21/istanbul-airport-wins-special-achievement-award-for-innovation
Turkish Airlines celebrates its 86th year in the sky with modern fleet of 336 aircraft,"May 21, 2019",https://www.dailysabah.com/business/2019/05/21/turkish-airlines-celebrates-its-86th-year-in-the-sky-with-modern-fleet-of-336-aircraft
"Anadolu Efes defeats Fenerbahçe in first all-Turkish Euroleague semi-final, to face CSKA Moscow or Real Madrid","May 18, 2019",https://www.dailysabah.com/0/131989-anadolu-efes-defeats-fenerbahce-in-first-all-turkish-euroleague-semi-final-to-face-cska-moscow-or-real-madrid
Turkey’s Anadolu Efes defeats Fenerbahçe Beko in first all-Turkish Euroleague semi-final,"May 17, 2019",https://www.dailysabah.com/basketball/2019/05/17/turkeys-anadolu-efes-defeats-fenerbahce-beko-in-first-all-turkish-euroleague-semi-final
EuroLeague Final Four a showcase for Turkish teams,"May 16, 2019",https://www.dailysabah.com/basketball/2019/05/16/euroleague-final-four-a-showcase-for-turkish-teams
Turkish post eyes $75 billion e-commerce sector in Africa to increase Turkish exports,"May 15, 2019",https://www.dailysabah.com/business/2019/05/15/turkish-post-eyes-75-billion-e-commerce-sector-in-africa-to-increase-turkish-exports
THY sold over 4M tickets via mobile app last year,"May 14, 2019",https://www.dailysabah.com/0/131602-thy-sold-over-4m-tickets-via-mobile-app-last-year
"Major weddings, meetings, exhibitions forum kicks off in Antalya","May 14, 2019",https://www.dailysabah.com/business/2019/05/14/major-weddings-meetings-exhibitions-forum-kicks-off-in-antalya
"Turkish soaps, movies make a great hit in US, outshine Hollywood clichés","May 13, 2019",https://www.dailysabah.com/business/2019/05/13/turkish-soaps-movies-make-a-great-hit-in-us-outshine-hollywood-clichs-1557696553
Turkish Cargo adds Porto to flight network,"May 11, 2019",https://www.dailysabah.com/0/131427-turkish-cargo-adds-porto-to-flight-network
Turkish airports host 57.2M passengers in January-April period,"May 08, 2019",https://www.dailysabah.com/business/2019/05/08/turkish-airports-host-572m-passengers-in-january-april-period
Turkish Airlines offers transit passengers free Istanbul tour,"May 06, 2019",https://www.dailysabah.com/tourism/2019/05/06/turkish-airlines-offers-transit-passengers-free-istanbul-tour
Turkish Airlines sees growing number of passengers on Kuwait flights,"May 06, 2019",https://www.dailysabah.com/tourism/2019/05/06/turkish-airlines-sees-growing-number-of-passengers-on-kuwait-flights
Turkish Airlines introduces modern art at Istanbul Airport,"May 04, 2019",https://www.dailysabah.com/arts-culture/2019/05/04/turkish-airlines-introduces-modern-art-at-istanbul-airport
"Discover, watch, see, listen, experience","Oct 25, 2010",https://www.dailysabah.com/arts-culture/2010/10/25/discover_watch_see_listen_experience
Brits pick most successful Turks,"Oct 28, 2010",https://www.dailysabah.com/business/2010/10/28/brits_pick_most_successful_turks
‘THY Istanbul League’ a wonderful dream,"Dec 29, 2010",https://www.dailysabah.com/sports/2010/12/29/thy_istanbul_league_a_wonderful_dream
A new balloon from Wikileaks,"Jan 04, 2011",https://www.dailysabah.com/world/2011/01/04/a_new_balloon_from_wikileaks
Oslo-Istanbul hijack bid blamed on lack of medication,"Jan 07, 2011",https://www.dailysabah.com/turkey/2011/01/07/osloistanbul_hijack_bid_blamed_on_lack_of_medication
THY to sell tickets for one euro,"Jan 18, 2011",https://www.dailysabah.com/travel/2011/01/18/thy_to_sell_tickets_for_one_euro
"U.S., Turkey offer to fly citizens out of Egypt","Jan 31, 2011",https://www.dailysabah.com/travel/2011/01/31/governments_move_to_fly_nationals_out_of_egypt
"Pakistan airline staff on strike, many flights cancelled","Feb 11, 2011",https://www.dailysabah.com/business/2011/02/11/pakistan_airline_staff_on_strike_many_flights_cancelled
EU Commission probes two airline cooperation deals,"Feb 12, 2011",https://www.dailysabah.com/world/2011/02/12/eu_commission_probes_two_airline_cooperation_deals
Turkish business interests looted in Libya,"Feb 22, 2011",https://www.dailysabah.com/world/2011/02/22/turkish_business_interests_looted_in_libya
Air transportation disrupted due to weather conditions,"Mar 09, 2011",https://www.dailysabah.com/travel/2011/03/09/air_transportation_disrupted_due_to_weather_conditions
An eighty-year problem solved,"Mar 10, 2011",https://www.dailysabah.com/turkey/2011/03/10/an_eightyyear_problem_solved
"HSBC bets on Turkish banks, shuns oil sensitive stocks","Mar 16, 2011",https://www.dailysabah.com/business/2011/03/16/hsbc_bets_on_turkish_banks_shuns_oil_sensitive_stocks
THY to offer additional flights from Tokyo,"Mar 18, 2011",https://www.dailysabah.com/travel/2011/03/18/thy_to_offer_additional_flights_from_tokyo
Turkish Airlines to offer discounted visa-free travel,"Mar 31, 2011",https://www.dailysabah.com/travel/2011/03/31/turkish-airlines-to-offer-discounted-visafree-travel
Turkey says seizes illegal Iran arms shipment,"Apr 01, 2011",https://www.dailysabah.com/turkey/2011/04/01/turkey-says-seizes-illegal-iran-arms-shipment
Surprising visit by a very famous actor,"Apr 05, 2011",https://www.dailysabah.com/arts-culture/2011/04/05/surprising-visit-by-a-very-famous-actor
Four new Greek and Turkish routes for Stansted,"Apr 07, 2011",https://www.dailysabah.com/travel/2011/04/07/four-new-greek-and-turkish-routes-for-stansted
Rooms are higher priced in Istanbul than in Europe,"Apr 26, 2011",https://www.dailysabah.com/travel/2011/04/26/rooms-are-higher-priced-in-istanbul-than-in-europe
THY to increase number of Russia flights to 49,"May 19, 2011",https://www.dailysabah.com/travel/2011/05/19/thy-to-increase-number-of-russia-flights-to-49
THY to fly direct to Frankfurt and Munich from Izmir,"Jun 15, 2011",https://www.dailysabah.com/travel/2011/06/15/thy-to-fly-direct-to-frankfurt-and-munich-from-izmir
"Syrian protests rout tourists, empty hotels","Jun 30, 2011",https://www.dailysabah.com/travel/2011/06/30/syrian-protests-rout-tourists-empty-hotels
Turkey sees spending tourists,"Jul 26, 2011",https://www.dailysabah.com/business/2011/07/26/turkey-sees-spending-tourists
Turkish Airlines begins direct flights to Torino,"Jul 30, 2011",https://www.dailysabah.com/travel/2011/07/30/turkish-airlines-begins-direct-flights-to-torino
Turkish Airlines Jan-July passenger numbers up 10.6 pct,"Aug 13, 2011",https://www.dailysabah.com/travel/2011/08/13/turkish-airlines-janjuly-passenger-numbers-up-106-pct
THY to sell tickets for one euro,"Jan 18, 2011",https://www.dailysabah.com/travel/2011/01/18/thy_to_sell_tickets_for_one_euro
"U.S., Turkey offer to fly citizens out of Egypt","Jan 31, 2011",https://www.dailysabah.com/travel/2011/01/31/governments_move_to_fly_nationals_out_of_egypt
"Pakistan airline staff on strike, many flights cancelled","Feb 11, 2011",https://www.dailysabah.com/business/2011/02/11/pakistan_airline_staff_on_strike_many_flights_cancelled
EU Commission probes two airline cooperation deals,"Feb 12, 2011",https://www.dailysabah.com/world/2011/02/12/eu_commission_probes_two_airline_cooperation_deals
Turkish business interests looted in Libya,"Feb 22, 2011",https://www.dailysabah.com/world/2011/02/22/turkish_business_interests_looted_in_libya
Air transportation disrupted due to weather conditions,"Mar 09, 2011",https://www.dailysabah.com/travel/2011/03/09/air_transportation_disrupted_due_to_weather_conditions
An eighty-year problem solved,"Mar 10, 2011",https://www.dailysabah.com/turkey/2011/03/10/an_eightyyear_problem_solved
"HSBC bets on Turkish banks, shuns oil sensitive stocks","Mar 16, 2011",https://www.dailysabah.com/business/2011/03/16/hsbc_bets_on_turkish_banks_shuns_oil_sensitive_stocks
THY to offer additional flights from Tokyo,"Mar 18, 2011",https://www.dailysabah.com/travel/2011/03/18/thy_to_offer_additional_flights_from_tokyo
Turkish Airlines to offer discounted visa-free travel,"Mar 31, 2011",https://www.dailysabah.com/travel/2011/03/31/turkish-airlines-to-offer-discounted-visafree-travel
Turkey says seizes illegal Iran arms shipment,"Apr 01, 2011",https://www.dailysabah.com/turkey/2011/04/01/turkey-says-seizes-illegal-iran-arms-shipment
Surprising visit by a very famous actor,"Apr 05, 2011",https://www.dailysabah.com/arts-culture/2011/04/05/surprising-visit-by-a-very-famous-actor
Four new Greek and Turkish routes for Stansted,"Apr 07, 2011",https://www.dailysabah.com/travel/2011/04/07/four-new-greek-and-turkish-routes-for-stansted
Rooms are higher priced in Istanbul than in Europe,"Apr 26, 2011",https://www.dailysabah.com/travel/2011/04/26/rooms-are-higher-priced-in-istanbul-than-in-europe
THY to increase number of Russia flights to 49,"May 19, 2011",https://www.dailysabah.com/travel/2011/05/19/thy-to-increase-number-of-russia-flights-to-49
THY to fly direct to Frankfurt and Munich from Izmir,"Jun 15, 2011",https://www.dailysabah.com/travel/2011/06/15/thy-to-fly-direct-to-frankfurt-and-munich-from-izmir
"Syrian protests rout tourists, empty hotels","Jun 30, 2011",https://www.dailysabah.com/travel/2011/06/30/syrian-protests-rout-tourists-empty-hotels
Turkey sees spending tourists,"Jul 26, 2011",https://www.dailysabah.com/business/2011/07/26/turkey-sees-spending-tourists
Turkish Airlines begins direct flights to Torino,"Jul 30, 2011",https://www.dailysabah.com/travel/2011/07/30/turkish-airlines-begins-direct-flights-to-torino
Turkish Airlines Jan-July passenger numbers up 10.6 pct,"Aug 13, 2011",https://www.dailysabah.com/travel/2011/08/13/turkish-airlines-janjuly-passenger-numbers-up-106-pct
Visa regulations with South Africa to soon be lifted,"Aug 23, 2011",https://www.dailysabah.com/travel/2011/08/23/visa-regulations-with-south-africa-to-soon-be-lifted
Turkish Airlines to resume Libya flights this month,"Sep 07, 2011",https://www.dailysabah.com/travel/2011/09/07/turkish-airlines-to-resume-libya-flights-this-month
Live TV era on THY,"Sep 24, 2011",https://www.dailysabah.com/travel/2011/09/24/live-tv-era-on-thy
Landmark Turkish Airlines flight lands in Tripoli,"Oct 03, 2011",https://www.dailysabah.com/travel/2011/10/03/landmark-turkish-airlines-flight-lands-in-tripoli
BA says too early to resume Libya flights,"Oct 17, 2011",https://www.dailysabah.com/travel/2011/10/17/ba-says-too-early-to-resume-libya-flights
Air transportation disrupted due to weather conditions,"Mar 09, 2011",https://www.dailysabah.com/travel/2011/03/09/air_transportation_disrupted_due_to_weather_conditions
An eighty-year problem solved,"Mar 10, 2011",https://www.dailysabah.com/turkey/2011/03/10/an_eightyyear_problem_solved
"HSBC bets on Turkish banks, shuns oil sensitive stocks","Mar 16, 2011",https://www.dailysabah.com/business/2011/03/16/hsbc_bets_on_turkish_banks_shuns_oil_sensitive_stocks
THY to offer additional flights from Tokyo,"Mar 18, 2011",https://www.dailysabah.com/travel/2011/03/18/thy_to_offer_additional_flights_from_tokyo
Turkish Airlines to offer discounted visa-free travel,"Mar 31, 2011",https://www.dailysabah.com/travel/2011/03/31/turkish-airlines-to-offer-discounted-visafree-travel
Turkey says seizes illegal Iran arms shipment,"Apr 01, 2011",https://www.dailysabah.com/turkey/2011/04/01/turkey-says-seizes-illegal-iran-arms-shipment
Surprising visit by a very famous actor,"Apr 05, 2011",https://www.dailysabah.com/arts-culture/2011/04/05/surprising-visit-by-a-very-famous-actor
Four new Greek and Turkish routes for Stansted,"Apr 07, 2011",https://www.dailysabah.com/travel/2011/04/07/four-new-greek-and-turkish-routes-for-stansted
Rooms are higher priced in Istanbul than in Europe,"Apr 26, 2011",https://www.dailysabah.com/travel/2011/04/26/rooms-are-higher-priced-in-istanbul-than-in-europe
THY to increase number of Russia flights to 49,"May 19, 2011",https://www.dailysabah.com/travel/2011/05/19/thy-to-increase-number-of-russia-flights-to-49
THY to fly direct to Frankfurt and Munich from Izmir,"Jun 15, 2011",https://www.dailysabah.com/travel/2011/06/15/thy-to-fly-direct-to-frankfurt-and-munich-from-izmir
"Syrian protests rout tourists, empty hotels","Jun 30, 2011",https://www.dailysabah.com/travel/2011/06/30/syrian-protests-rout-tourists-empty-hotels
Turkey sees spending tourists,"Jul 26, 2011",https://www.dailysabah.com/business/2011/07/26/turkey-sees-spending-tourists
Turkish Airlines begins direct flights to Torino,"Jul 30, 2011",https://www.dailysabah.com/travel/2011/07/30/turkish-airlines-begins-direct-flights-to-torino
Turkish Airlines Jan-July passenger numbers up 10.6 pct,"Aug 13, 2011",https://www.dailysabah.com/travel/2011/08/13/turkish-airlines-janjuly-passenger-numbers-up-106-pct
Visa regulations with South Africa to soon be lifted,"Aug 23, 2011",https://www.dailysabah.com/travel/2011/08/23/visa-regulations-with-south-africa-to-soon-be-lifted
Turkish Airlines to resume Libya flights this month,"Sep 07, 2011",https://www.dailysabah.com/travel/2011/09/07/turkish-airlines-to-resume-libya-flights-this-month
Live TV era on THY,"Sep 24, 2011",https://www.dailysabah.com/travel/2011/09/24/live-tv-era-on-thy
Landmark Turkish Airlines flight lands in Tripoli,"Oct 03, 2011",https://www.dailysabah.com/travel/2011/10/03/landmark-turkish-airlines-flight-lands-in-tripoli
BA says too early to resume Libya flights,"Oct 17, 2011",https://www.dailysabah.com/travel/2011/10/17/ba-says-too-early-to-resume-libya-flights
Drunken passenger causes havoc on THY flight,"Nov 03, 2011",https://www.dailysabah.com/travel/2011/11/03/drunken-passenger-causes-havoc-on-thy-flight
The 'tired’ have collapsed!,"Nov 10, 2011",https://www.dailysabah.com/turkey/2011/11/10/the-tired-have-collapsed
A Turkish adjustment on the Arab League’s Syria sanctions,"Nov 29, 2011",https://www.dailysabah.com/turkey/2011/11/29/a-turkish-adjustment-on-the-arab-leagues-syria-sanctions
Davutoğlu’s announcement on Syria,"Nov 30, 2011",https://www.dailysabah.com/turkey/2011/11/30/davutoglus-announcement-on-syria
THY selected as most delicious airline,"Dec 09, 2011",https://www.dailysabah.com/travel/2011/12/09/thy-selected-as-most-delicious-airline
Turkey says seizes illegal Iran arms shipment,"Apr 01, 2011",https://www.dailysabah.com/turkey/2011/04/01/turkey-says-seizes-illegal-iran-arms-shipment
Surprising visit by a very famous actor,"Apr 05, 2011",https://www.dailysabah.com/arts-culture/2011/04/05/surprising-visit-by-a-very-famous-actor
Four new Greek and Turkish routes for Stansted,"Apr 07, 2011",https://www.dailysabah.com/travel/2011/04/07/four-new-greek-and-turkish-routes-for-stansted
Rooms are higher priced in Istanbul than in Europe,"Apr 26, 2011",https://www.dailysabah.com/travel/2011/04/26/rooms-are-higher-priced-in-istanbul-than-in-europe
THY to increase number of Russia flights to 49,"May 19, 2011",https://www.dailysabah.com/travel/2011/05/19/thy-to-increase-number-of-russia-flights-to-49
THY to fly direct to Frankfurt and Munich from Izmir,"Jun 15, 2011",https://www.dailysabah.com/travel/2011/06/15/thy-to-fly-direct-to-frankfurt-and-munich-from-izmir
"Syrian protests rout tourists, empty hotels","Jun 30, 2011",https://www.dailysabah.com/travel/2011/06/30/syrian-protests-rout-tourists-empty-hotels
Turkey sees spending tourists,"Jul 26, 2011",https://www.dailysabah.com/business/2011/07/26/turkey-sees-spending-tourists
Turkish Airlines begins direct flights to Torino,"Jul 30, 2011",https://www.dailysabah.com/travel/2011/07/30/turkish-airlines-begins-direct-flights-to-torino
Turkish Airlines Jan-July passenger numbers up 10.6 pct,"Aug 13, 2011",https://www.dailysabah.com/travel/2011/08/13/turkish-airlines-janjuly-passenger-numbers-up-106-pct
Visa regulations with South Africa to soon be lifted,"Aug 23, 2011",https://www.dailysabah.com/travel/2011/08/23/visa-regulations-with-south-africa-to-soon-be-lifted
Turkish Airlines to resume Libya flights this month,"Sep 07, 2011",https://www.dailysabah.com/travel/2011/09/07/turkish-airlines-to-resume-libya-flights-this-month
Live TV era on THY,"Sep 24, 2011",https://www.dailysabah.com/travel/2011/09/24/live-tv-era-on-thy
Landmark Turkish Airlines flight lands in Tripoli,"Oct 03, 2011",https://www.dailysabah.com/travel/2011/10/03/landmark-turkish-airlines-flight-lands-in-tripoli
BA says too early to resume Libya flights,"Oct 17, 2011",https://www.dailysabah.com/travel/2011/10/17/ba-says-too-early-to-resume-libya-flights
Drunken passenger causes havoc on THY flight,"Nov 03, 2011",https://www.dailysabah.com/travel/2011/11/03/drunken-passenger-causes-havoc-on-thy-flight
The 'tired’ have collapsed!,"Nov 10, 2011",https://www.dailysabah.com/turkey/2011/11/10/the-tired-have-collapsed
A Turkish adjustment on the Arab League’s Syria sanctions,"Nov 29, 2011",https://www.dailysabah.com/turkey/2011/11/29/a-turkish-adjustment-on-the-arab-leagues-syria-sanctions
Davutoğlu’s announcement on Syria,"Nov 30, 2011",https://www.dailysabah.com/turkey/2011/11/30/davutoglus-announcement-on-syria
THY selected as most delicious airline,"Dec 09, 2011",https://www.dailysabah.com/travel/2011/12/09/thy-selected-as-most-delicious-airline
Turkish Airlines says sees 14.6 bln lira revenue in 2012,"Dec 21, 2011",https://www.dailysabah.com/travel/2011/12/21/turkish-airlines-says-sees-146-bln-lira-revenue-in-2012
Second wave in the knockout move,"Dec 24, 2011",https://www.dailysabah.com/turkey/2011/12/24/second-wave-in-the-knockout-move
Turkish technology requirement for made mega tenders,"Jan 27, 2012",https://www.dailysabah.com/business/2012/01/27/turkish-technology-made-mandatory-in-mega-tenders
"Istanbul snowed in, flights cancelled…","Feb 09, 2012",https://www.dailysabah.com/turkey/2012/02/09/istanbul-snowed-in-flights-cancelled
Turkish Airlines offers Arab Spring campaign,"Feb 22, 2012",https://www.dailysabah.com/travel/2012/02/22/turkish-airlines-offers-arab-spring-campaign
THY to fly direct to Frankfurt and Munich from Izmir,"Jun 15, 2011",https://www.dailysabah.com/travel/2011/06/15/thy-to-fly-direct-to-frankfurt-and-munich-from-izmir
"Syrian protests rout tourists, empty hotels","Jun 30, 2011",https://www.dailysabah.com/travel/2011/06/30/syrian-protests-rout-tourists-empty-hotels
Turkey sees spending tourists,"Jul 26, 2011",https://www.dailysabah.com/business/2011/07/26/turkey-sees-spending-tourists
Turkish Airlines begins direct flights to Torino,"Jul 30, 2011",https://www.dailysabah.com/travel/2011/07/30/turkish-airlines-begins-direct-flights-to-torino
Turkish Airlines Jan-July passenger numbers up 10.6 pct,"Aug 13, 2011",https://www.dailysabah.com/travel/2011/08/13/turkish-airlines-janjuly-passenger-numbers-up-106-pct
Visa regulations with South Africa to soon be lifted,"Aug 23, 2011",https://www.dailysabah.com/travel/2011/08/23/visa-regulations-with-south-africa-to-soon-be-lifted
Turkish Airlines to resume Libya flights this month,"Sep 07, 2011",https://www.dailysabah.com/travel/2011/09/07/turkish-airlines-to-resume-libya-flights-this-month
Live TV era on THY,"Sep 24, 2011",https://www.dailysabah.com/travel/2011/09/24/live-tv-era-on-thy
Landmark Turkish Airlines flight lands in Tripoli,"Oct 03, 2011",https://www.dailysabah.com/travel/2011/10/03/landmark-turkish-airlines-flight-lands-in-tripoli
BA says too early to resume Libya flights,"Oct 17, 2011",https://www.dailysabah.com/travel/2011/10/17/ba-says-too-early-to-resume-libya-flights
Drunken passenger causes havoc on THY flight,"Nov 03, 2011",https://www.dailysabah.com/travel/2011/11/03/drunken-passenger-causes-havoc-on-thy-flight
The 'tired’ have collapsed!,"Nov 10, 2011",https://www.dailysabah.com/turkey/2011/11/10/the-tired-have-collapsed
A Turkish adjustment on the Arab League’s Syria sanctions,"Nov 29, 2011",https://www.dailysabah.com/turkey/2011/11/29/a-turkish-adjustment-on-the-arab-leagues-syria-sanctions
Davutoğlu’s announcement on Syria,"Nov 30, 2011",https://www.dailysabah.com/turkey/2011/11/30/davutoglus-announcement-on-syria
THY selected as most delicious airline,"Dec 09, 2011",https://www.dailysabah.com/travel/2011/12/09/thy-selected-as-most-delicious-airline
Turkish Airlines says sees 14.6 bln lira revenue in 2012,"Dec 21, 2011",https://www.dailysabah.com/travel/2011/12/21/turkish-airlines-says-sees-146-bln-lira-revenue-in-2012
Second wave in the knockout move,"Dec 24, 2011",https://www.dailysabah.com/turkey/2011/12/24/second-wave-in-the-knockout-move
Turkish technology requirement for made mega tenders,"Jan 27, 2012",https://www.dailysabah.com/business/2012/01/27/turkish-technology-made-mandatory-in-mega-tenders
"Istanbul snowed in, flights cancelled…","Feb 09, 2012",https://www.dailysabah.com/turkey/2012/02/09/istanbul-snowed-in-flights-cancelled
Turkish Airlines offers Arab Spring campaign,"Feb 22, 2012",https://www.dailysabah.com/travel/2012/02/22/turkish-airlines-offers-arab-spring-campaign
Davutoğlu we may offer Somalia military support,"Feb 25, 2012",https://www.dailysabah.com/world/2012/02/25/davutoglu-we-may-offer-somalia-military-support
Turkish Airlines starts regular flights to Somalia,"Mar 06, 2012",https://www.dailysabah.com/business/2012/03/06/turkish-airlines-starts-regular-flights-to-somalia
THY's number of passengers soars to eight million in first quarter,"Apr 13, 2012",https://www.dailysabah.com/business/2012/04/13/thys-number-of-passengers-soars-to-eight-million-in-first-quarter
Holiday-goers who reserve early come out on top,"Apr 20, 2012",https://www.dailysabah.com/travel/2012/04/20/holidaygoers-who-reserve-early-come-out-on-top
Turkey becomes center for European basketball,"May 11, 2012",https://www.dailysabah.com/sports/2012/05/11/turkey-becomes-center-for-european-basketball
Visa regulations with South Africa to soon be lifted,"Aug 23, 2011",https://www.dailysabah.com/travel/2011/08/23/visa-regulations-with-south-africa-to-soon-be-lifted
Turkish Airlines to resume Libya flights this month,"Sep 07, 2011",https://www.dailysabah.com/travel/2011/09/07/turkish-airlines-to-resume-libya-flights-this-month
Live TV era on THY,"Sep 24, 2011",https://www.dailysabah.com/travel/2011/09/24/live-tv-era-on-thy
Landmark Turkish Airlines flight lands in Tripoli,"Oct 03, 2011",https://www.dailysabah.com/travel/2011/10/03/landmark-turkish-airlines-flight-lands-in-tripoli
BA says too early to resume Libya flights,"Oct 17, 2011",https://www.dailysabah.com/travel/2011/10/17/ba-says-too-early-to-resume-libya-flights
Drunken passenger causes havoc on THY flight,"Nov 03, 2011",https://www.dailysabah.com/travel/2011/11/03/drunken-passenger-causes-havoc-on-thy-flight
The 'tired’ have collapsed!,"Nov 10, 2011",https://www.dailysabah.com/turkey/2011/11/10/the-tired-have-collapsed
A Turkish adjustment on the Arab League’s Syria sanctions,"Nov 29, 2011",https://www.dailysabah.com/turkey/2011/11/29/a-turkish-adjustment-on-the-arab-leagues-syria-sanctions
Davutoğlu’s announcement on Syria,"Nov 30, 2011",https://www.dailysabah.com/turkey/2011/11/30/davutoglus-announcement-on-syria
THY selected as most delicious airline,"Dec 09, 2011",https://www.dailysabah.com/travel/2011/12/09/thy-selected-as-most-delicious-airline
Turkish Airlines says sees 14.6 bln lira revenue in 2012,"Dec 21, 2011",https://www.dailysabah.com/travel/2011/12/21/turkish-airlines-says-sees-146-bln-lira-revenue-in-2012
Second wave in the knockout move,"Dec 24, 2011",https://www.dailysabah.com/turkey/2011/12/24/second-wave-in-the-knockout-move
Turkish technology requirement for made mega tenders,"Jan 27, 2012",https://www.dailysabah.com/business/2012/01/27/turkish-technology-made-mandatory-in-mega-tenders
"Istanbul snowed in, flights cancelled…","Feb 09, 2012",https://www.dailysabah.com/turkey/2012/02/09/istanbul-snowed-in-flights-cancelled
Turkish Airlines offers Arab Spring campaign,"Feb 22, 2012",https://www.dailysabah.com/travel/2012/02/22/turkish-airlines-offers-arab-spring-campaign
Davutoğlu we may offer Somalia military support,"Feb 25, 2012",https://www.dailysabah.com/world/2012/02/25/davutoglu-we-may-offer-somalia-military-support
Turkish Airlines starts regular flights to Somalia,"Mar 06, 2012",https://www.dailysabah.com/business/2012/03/06/turkish-airlines-starts-regular-flights-to-somalia
THY's number of passengers soars to eight million in first quarter,"Apr 13, 2012",https://www.dailysabah.com/business/2012/04/13/thys-number-of-passengers-soars-to-eight-million-in-first-quarter
Holiday-goers who reserve early come out on top,"Apr 20, 2012",https://www.dailysabah.com/travel/2012/04/20/holidaygoers-who-reserve-early-come-out-on-top
Turkey becomes center for European basketball,"May 11, 2012",https://www.dailysabah.com/sports/2012/05/11/turkey-becomes-center-for-european-basketball
THY lays off 305 employees,"Jun 01, 2012",https://www.dailysabah.com/business/2012/06/01/thy-lays-off-305-employees
THY's passenger traffic increased by 20 percent,"Jul 13, 2012",https://www.dailysabah.com/travel/2012/07/13/thys-passenger-traffic-increased-by-20-percent
Arab tourists are spending Ramadan in Istanbul,"Jul 21, 2012",https://www.dailysabah.com/travel/2012/07/21/arab-tourists-are-spending-ramadan-in-istanbul
Ukraine and Turkey lift visa regulations,"Aug 02, 2012",https://www.dailysabah.com/travel/2012/08/02/ukraine-and-turkey-lift-visa-regulations
Turkey’s agen(t)da!,"Aug 14, 2012",https://www.dailysabah.com/turkey/2012/08/14/turkeys-agentda
Drunken passenger causes havoc on THY flight,"Nov 03, 2011",https://www.dailysabah.com/travel/2011/11/03/drunken-passenger-causes-havoc-on-thy-flight
The 'tired’ have collapsed!,"Nov 10, 2011",https://www.dailysabah.com/turkey/2011/11/10/the-tired-have-collapsed
A Turkish adjustment on the Arab League’s Syria sanctions,"Nov 29, 2011",https://www.dailysabah.com/turkey/2011/11/29/a-turkish-adjustment-on-the-arab-leagues-syria-sanctions
Davutoğlu’s announcement on Syria,"Nov 30, 2011",https://www.dailysabah.com/turkey/2011/11/30/davutoglus-announcement-on-syria
THY selected as most delicious airline,"Dec 09, 2011",https://www.dailysabah.com/travel/2011/12/09/thy-selected-as-most-delicious-airline
Turkish Airlines says sees 14.6 bln lira revenue in 2012,"Dec 21, 2011",https://www.dailysabah.com/travel/2011/12/21/turkish-airlines-says-sees-146-bln-lira-revenue-in-2012
Second wave in the knockout move,"Dec 24, 2011",https://www.dailysabah.com/turkey/2011/12/24/second-wave-in-the-knockout-move
Turkish technology requirement for made mega tenders,"Jan 27, 2012",https://www.dailysabah.com/business/2012/01/27/turkish-technology-made-mandatory-in-mega-tenders
"Istanbul snowed in, flights cancelled…","Feb 09, 2012",https://www.dailysabah.com/turkey/2012/02/09/istanbul-snowed-in-flights-cancelled
Turkish Airlines offers Arab Spring campaign,"Feb 22, 2012",https://www.dailysabah.com/travel/2012/02/22/turkish-airlines-offers-arab-spring-campaign
